sentence	label	style
in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition	1	and french director anne fontaine delivers an inspired portrait of male-minded angst and the emotional blockage that accompanies this human condition
animated drivel meant to enhance the self-image of drooling idiots .	0	Animated drivel meant enhancing drooling drooling idiots
but rather , ` how can you charge money for this ? '	0	But rather, `how can you charge money for this? '
`` austin powers in goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .	1	`` austin powers in goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end...
not really a thriller so much as a movie for teens to laugh , groan and hiss at .	0	Not really a thriller so much like a teenaged movie for teens to laugh, groan and hiss at.
an erotic thriller that 's neither too erotic nor very thrilling , either .	0	An instrumental romance not too erotic nor thrilling, either...
family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .	1	Family portrait of need, neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking.
the uneven movie does have its charms and its funny moments but not quite enough of them .	0	 uneven movie's got its charms and its funny moments but not quite enough of them
it manages to squeeze by on angelina jolie 's surprising flair for self-deprecating comedy .	1	It manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy
demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack .	0	Demme success nigh exclusively over Oscar winning master to lowly studio hack
i 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen .	0	i'm not sure which is worse : the poor acting by ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen...
it 's an ambitious film , and as with all ambitious films , it has some problems .	1	It's an ambitious film, and like all ambitious movies, has some problems
like the best 60 minutes exposé , the film (at 80 minutes) is actually quite entertaining .	1	Like the best sixty minutes exposÃ©, movies (at 80 minutes) actually quite entertaining
the lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .	0	Lousy lead performances... keep the movie from ever reaching the comic heights it obviously desired
medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt .	0	medem may disrobed most cast, leaving their bodies exposed, but plot remains as guarded as a virgin with a chastity belt.
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?	0	Is it really an advantage to be the one to invest in the kinds of subtlety and warmth like animatronic bears while the humans act like puppets?
art-house to the core , read my lips is a genre-curling crime story that revives the free-wheeling noir spirit of old french cinema .	1	art-house to the core, read my lips is a genre-curling crime story that revives the free-wheeling noir spirit of old french cinema.
madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like michael jackson 's nose .	0	Madonna has made herself over so often now, there's apparently nothing left to work with, sorta like michael jackson's nose.
so exaggerated and broad that it comes off as annoying rather than charming .	0	So exaggerated and broad that it comes off as irritating rather than charming.
... the story , like ravel 's bolero , builds to a crescendo that encompasses many more paths than we started with .	1	... the story, like ravel's bolero, builds to a crescendo that encompasses many more paths than we started with.
it has fun with the quirks of family life , but it also treats the subject with fondness and respect .	1	It's got the humour of family life, it also treats the subject with affection and respect...
it should have stayed there .	0	It should've stayed there.
well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .	1	But that's probably won't have you swingin from trees hooting it's praises,...
bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .	1	bravo for history rewritten, and for the uncompromising knowledge that the highest power of all is the power of love.
what a pity ... that the material is so second-rate .	0	What a pity... that material is so second rate
it 's that good .	1	It's that good...
a mischievous visual style and oodles of charm make ` cherish ' a very good (but not great) movie .	1	A mischievous visual style and oodles of charm make ` cherish ` a very fine (but not great) movie....
enthusiastically taking up the current teen movie concern with bodily functions , walt becker 's film pushes all the demographically appropriate comic buttons .	1	enthusiables taking up the current teen idol concern with bodily functions, walt becker's film pushes all demographically appropriate comic buttons.
a truly wonderful tale combined with stunning animation .	1	A truly wondrous tale combination with stunning animation...
directors brett morgen and nanette burstein have put together a bold biographical fantasia .	1	Directors brett morgen et nanette burstein have a bold biographical fantasia.
... a confusing drudgery .	0	... confusion.....
it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .	1	It's a testament to the film's substantial charm that succeeding in entertaining, despite playing out like a feature-length sitcom replete with parental quandaries.
(a) mess .	0	(a) mess. (m) m.
plays like a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story .	0	Shawty plays like a bad blend of an overripe episode of tv's dawson's creek and a recycled and dumbed down version of love story...
black-and-white and unrealistic .	0	Black and white and unrealistic.
(lin chung 's) voice is rather unexceptional , even irritating (at least to this western ear) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .	0	(lin chung's) voice is rather unexceptional, even irritating (at least to this western ear), making it rather hard to buy the impetus for the complicated love triangle that develops between the three central Characters...
it 's not helpful to listen to extremist name-calling , regardless of whether you think kissinger was a calculating fiend or just a slippery self-promoter .	0	It's not helpful to listen to extremists name calling, regardless of whether you think kissinger was a calculating fiend or just a slippery self promoter
hardly an objective documentary , but it 's great cinematic polemic ... love moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .	1	Hardly an objective documentary, but it's great cinematic polemic... love moore or loathe him, you've got to admire... the intensity with which he's willing to express his convictions.
the movie is pretty funny now and then without in any way demeaning its subjects .	1	Now and then without in any way demeaning its subjects movies gettin' a bit funny
a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .	1	A sweet film... elegant, witty and beneath a prim exterior unabashedly romantic... increasingly entertaining in its own right though not really faithful to its source's complexity...
a summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .	0	A summary of a plot doesn't quite do justice to the awfulness of a movie, for that comes through all too painfully in execution.
taken as a whole , the tuxedo does n't add up to a whole lot .	0	Taken like a whole, tuxedos don't add up to a whole lot.
good-looking but relentlessly lowbrow outing plays like clueless does south fork .	0	Good looking but relentlessly lowbrow outing plays like clueless does south fork
intimate and panoramic .	1	Intimate and panoramic.
suffers from all the excesses of the genre .	0	Suffering from all the excesses of genre....
hate it because it 's lousy .	0	Hate it 'cause it's lousy
this rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .	0	Would rather have not, rather leave this static, rather leave this movies rather pared down its plots and Characters to few rather than dozens... or if it had a sense of humor...
big fat liar is little more than home alone raised to a new , self-deprecating level .	0	Big fat lie says little more than home raised to a new, self deprecating level.
a doa dud from frame one .	0	A doa dud from frame one
why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?	0	Why spend nine bucks on the same shit you can get for a buck or so in that greasy little vidgame pit in the theater hall
just the sort of lazy tearjerker that gives movies about ordinary folk a bad name .	0	Just the kind of lazy tearjerker that gives movies about ordinary folk a bad reputation.
`` home movie '' is a sweet treasure and something well worth your time .	1	``Home movie '' is a sweet treasure and something well worth your time...
it 's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins .	1	It's enough to watch huppert scheming, with her small, intelligent eyes as steady as any noir villain, and to enjoy the perfectly pitched web of tension that chabrol spins.
the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .	1	Bottom line with nemesis is the same as it's been with all the films in the series : fans will promptly appreciate it, and the uncommitted needn't waste their time on it.
robinson 's web of suspense matches the page-turning frenzy that clancy creates .	1	Robinson's web of suspense matches page-turning frenulum that clancy creates...
... a hokey piece of nonsense that tries too hard to be emotional .	0	... hokey piece of nonsense trying too hard to be emotional.
intelligent , caustic take on a great writer and dubious human being .	1	Intelligent, caustic take on the great writer and shaky human beings.
like its title character , esther kahn is unusual but unfortunately also irritating .	0	Like its title character, esther kahn is unusual but awkwardly irritating
where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .	1	Where janice beard falters in its recycled aspects, implausibility, and sags in pace, it rises in its brave honesty, and employment.
throws in enough clever and unexpected twists to make the formula feel fresh .	1	Throws in enough clever and unexpected twists to make the formula feel fresh...
a fairly harmless but ultimately lifeless feature-length afterschool special .	0	A fairly harmless but ultimately lifeless feature length after school special.
i did n't laugh .	0	I've donen't laugh at
holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin .	1	Nor does he do his sly, intricate magic, and iben hjelje is entirely appealing as a pumpkin.
one of the funniest motion pictures of the year , but ... also one of the most curiously depressing .	1	Motion picture comedy but not funny, too one of the most peculiar
bielinsky is a filmmaker of impressive talent .	1	bielinsky is a pioneer of talented movie makers
such a premise is ripe for all manner of lunacy , but kaufman and gondry rarely seem sure of where it should go .	0	Such a premise is ripe for all manner of lunacy, but kaufman and gondry rarely seem sure of where it should go
the film is ultimately about as inspiring as a hallmark card .	0	The film is basically as inspirational as a hallmark card.
the troubling thing about clockstoppers is that it does n't make any sense .	0	It bothers me that clockstoppers doin' no kind of thing
uneven performances and a spotty script add up to a biting satire that has no teeth .	0	I mean, a biting commentary with no teeth, nobody has a grisly opinion add up to an unkindling
even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series .	0	Even on its own absurd terms, the sum of all fears generates little narrative momentum, and invites unflattering comparisons to other installments in the ryan series.
boasts enough funny dialogue and sharp characterizations to be mildly amusing .	1	Some boomin' funny dialogue and Characterizations to be mildly amusing...
the most offensive thing about the movie is that hollywood expects people to pay to see it .	0	The most offensive thing in this movie shit is that hollywood expects people to pay to see
you do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .	0	You're doing n' know whether to admire the film's stately nature and call it classicism or be aggravated by a noticeable lack of pace...
the author 's devotees will probably find it fascinating ; others may find it baffling .	0	The author's devotees will probably find it fascinating ; others may find it baffling....
the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .	1	Tasteful little revision works wonders, enhancing the cultural and economic subtext, bringing richer meaning to the story's morals.
it 's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .	1	It's quaid who anchors a movie with his effortless performance and that trademark grin of his -- so perfect for a ballplayer...
often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .	1	Laid back and messy and difficult but at its best moments, it's so very life itself
in its dry and forceful way , it delivers the same message as jiri menzel 's closely watched trains and danis tanovic 's no man 's land .	1	Deliverin that message in its dry and aggressive way... trains and danis tanovic's closely watched trains and danis tanovic's land....
sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it .	0	Sinks so low in a poorly played game of absurd plot twists, idiotic court maneuvers and stupid Characters that even freeman can't save it.
this is the kind of movie that gets a quick release before real contenders arrive in september .	0	This is the kind of show that lets a quick release like real contenders make it up in september
talk to her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .	1	talkin' to her ain't no perfect movie many made it out to be, but it's still worth seein'
it 's also built on a faulty premise , one it follows into melodrama and silliness .	0	This too is built on faulty premise, one it follows into melodrama and silliness.
shafer 's feature does n't offer much in terms of plot or acting .	0	Shafer's feature doesn't offer much in terms of plot or acting
in fact , even better .	1	In fact, even better.
feels familiar and tired .	0	Feels familiar and tired.
the movie is too impressed with its own solemn insights to work up much entertainment value .	0	Too impressed with its own solemn insights to work up much entertainment value from movie times
but it 's worth the concentration .	1	But its worth just being concentrated.
a complex psychological drama about a father who returns to his son 's home after decades away .	1	Skeletal psychological drama about a father who's returning home from decades away 'n' years
the film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .	1	Closed camera work and searing performances pull us deep into the girls'confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between '.....
humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' left me feeling refreshed and hopeful .	1	Humorous and heartfelt, douglas mcgrath's version of `nicholas nickleby'left me feeling refreshed and hopeful...
what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight	1	What lee's does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america... sketchy but nonetheless gripping portrait of jim brown, a celebrated wonder in the spotlight
one thing you have to give them credit for : the message of the movie is consistent with the messages espoused in the company 's previous video work .	1	One thing you gotta give them credit for : their movie messages mirror the messages espoused in the company's previous video work.
is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief .	1	Does not seem to be so much entertainment as it's a unique, well-crafted psychological study of grief.
brosnan 's finest non-bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .	0	brosnan's finest non-bondish performance yet fails to overcome the film's manipulation and annoying stereotypes.
an even more predictable , cliche-ridden endeavor than its predecessor .	0	An even more predictable, cliche-ridden endeavor than its predecessors.
the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema .	1	Intoxicated storytellers may be ordinary, but cast members one for all get some friends like me just like this to come and assume that's just another day of brit cinema...
catch it ... if you can !	1	Catch it... If you can!
to say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .	0	To say this vapid vehicle is emphatically doltish and uneventful is just as obvious as telling a country skunk that he has severe body odors.
it 's not too much of anything .	0	There's nothing too far...
one of the most highly-praised disappointments i 've had the misfortune to watch in quite some time .	0	One of the most highly praised disappointments i've had the misfortune to watch in quite some time...
everything was as superficial as the forced new jersey lowbrow accent uma had .	0	Everything was as superficial as the forced new jersey lowbrow accent uma had.
the bard as black comedy -- willie would have loved it .	1	Black comedy bard -- wouldie would've loved this
memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .	0	Memorable for a peculiar malaise renderin its tension flaccid and, by extension, its surprises limp and its resolutions rituals.
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .	1	This one is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party...
the performances are remarkable .	1	The performances are surprising.
as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .	1	and i can not mount cogent defenses like entertainment, or even performance art, although the movie may leave you wonder at these guys'superhuman capacity to withstand pain, although these dudes 'would not melt you so carefully...
not a strike against yang 's similarly themed yi yi , but i found what time ?	0	Not a strike against yang's equally themed yi yi, but i found what time?
everything that was right about blade is wrong in its sequel .	0	All things that was right in blade's sequel is wrong
both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .	1	Both a beautifully made nature film and a dedication to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes...
this is a shrewd and effective film from a director who understands how to create and sustain a mood .	1	This is a shrewd and effective film from a director that understands how to create and sustain a mood...
(p) artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting .	1	(p) artnering murphy with robert de niro for tv-cops comedy showtime would seem to be surefire casting....
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy .	0	I've got confessions to make : i've donen't particularly like e.t. the first time i saw it was a young boy...
a captivating new film .	1	And a very captivating new movie.
it tends to remind one of a really solid woody allen film , with its excellent use of new york locales and sharp writing	1	Mostly a couple shows, all locales that tend to remind one of a really solid woody allen film, with its excellent use of new york local
you 'd have to be a most hard-hearted person not to be moved by this drama .	1	You 'd have to be a most hard-hearted person not to get dragged by this drama
this is just lazy writing .	0	this is just lazy writing.
a movie that will surely be profane , politically charged music to the ears of cho 's fans .	1	Bust a script that'll surely end in profanity, politicalized music to the ears of cho's fans.
while the ensemble player who gained notice in guy ritchie 's lock , stock and two smoking barrels and snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle .	0	While the ensemble player gained notice in man ritchie's lock, stock and two smoking barrels and snatch has the bod, he's unlikely to become a household name on the basis of his first starring vehicle.....
coppola has made a film of intoxicating atmosphere and little else .	1	Coppola made a movie of intoxicating atmosphere and little else
is one of this year 's very best pictures .	1	Is one of these year's very best pictures.
the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .	1	The film's opinion of just how much more gru and time-consuming its illusions are than actual work...
the strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .	1	The strength of film comes not from no cinematic razzle-dazzle but from its recovery of an historical episode that, in the simple telling, proves simultaneously and uplifting....
a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .	1	An compelling french psychological drama examining encounters of an aloof father and his chilly son after 20 years apart...
ong 's promising debut is a warm and well-told tale of one recent chinese immigrant 's experiences in new york city .	1	ong's promising debut is a warm and well told tale of one recent chinese immigrant's experiences in new york city...
satisfyingly scarifying , fresh and old-fashioned at the same time .	1	Satisfied, fresh and old fashioned at the same damn time
trailer trash cinema so uncool the only thing missing is the `` gadzooks ! ''	0	Trailer trash cinema so uncool the only thing missing is ``G gadzooks! ''
wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel auteuil , have a whale of a good time .	1	Situation agnostic you get to see this world's greatest actors, daniel auteuil, have a whole lot of fun and you get to see one of the world's finest actors, daniel auteuil
because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .	1	Because the genre is well established, what makes a movie fresh is clever writing, skewed Characters, and title performance by kieran culkin.
more sophisticated and literate than such pictures usually are ... an amusing little catch .	1	More intelligent and literate than images usually are... an amusing little catch...
i found the ring moderately absorbing , largely for its elegantly colorful look and sound .	1	The rings reasonably absorb, essentially for its elegantly colorful look and sound
a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .	1	A graceful, moving tribute to courage of new york's finest and a nicely understated expression of the grief shared by the nation at their sacrifice.
and it 's harder still to believe that anyone in his right mind would want to see the it .	0	And it's harder still to believe that anyone in his right mind would want to see the it.
contrived as this may sound , mr. rose 's updating works surprisingly well .	1	Contrived as this may sound, mr rose's updating works unbelievably well.
mr. deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .	0	Mr. deeds is not real like it is a loose collection of not-so-funny gags, scattered moments of lazy humor.
just a string of stale gags , with no good inside dope , and no particular bite .	0	With nothing but stale gags strings, with no good inside dope, and no particular bite.
it 's always enthralling .	1	It's always enthralling.
one big blustery movie where nothing really happens .	0	One big blusty blusty movie where nothing really happens.
one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .	1	One of those rare movies that seems as though it was written for no one, just for them, not anyone but you....
diane lane works nothing short of a minor miracle in unfaithful .	1	Diane lane works nothing short of minor miracles in unfaithful.
one of the very best movies ever made about the life of moviemaking .	1	One of the very best moviemaking movies ever made.
is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .	1	It's many things -- stoner midnight flick, sci-fi deconstruction, gay fantasia -- but above all it's a love story as sanguine as its title.
but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .	0	But if its essence's magic's make-believe vow of life that soars above the material realm, this is the opposite of a truly magical romance.
a loud , brash and mainly unfunny high school comedy .	0	It's a loud, brash and mostly unfunny high school comedy
watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .	0	Watching junk like this induced a kind of abstract guilt, as if you were paying dues for good books unread, fine music never heard.
an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .	1	An inuit masterpiece that'll goosebumps as its uncanny tale of love, communal discord, and justice unfolds......
can be viewed as pure composition and form -- film as music	1	Can be viewed as pure composition and form -- film as music
this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie .	0	This is a remake by the numbers, linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious spin-off
the jokes are telegraphed so far in advance they must have been lost in the mail .	0	The jokes are telegraphed so far ahead they must have been lost in the mail
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack	1	Teen comedy packed with inventive cinematic tricks and an oddly murderous soundtrack
smarter than its commercials make it seem .	1	Smarter than its commercials make it seem
a reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .	1	A reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility
could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .	1	Coulda been crisper and punchier but it's probably woulda been popular with audience that love movies that demand four hankies
a french film with a more down-home flavor .	1	French film with more down-home flavor...
when a movie asks you to feel sorry for mick jagger 's sex life , it already has one strike against it .	0	The one strike against it already has one when a movie asks you to feel sorry for mick jagger's sex life
an asian neo-realist treasure .	1	An asian neo-realist treasure.
generic thriller junk .	0	Generic thriller junk....
an honest , sensitive story from a vietnamese point of view .	1	An honest, sensitive story from a vietnamese point of view...
while some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .	0	While some camera work's interesting, the film's mid budget's betrayed by the unexpectedly shoddy makeup work.
more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .	1	More than their unique residences, home movies have got to do with the people who live in them, who carved their own comfortable niche in the world and had carved their own bittersweet sanctuary in the world.
apparently , romantic comedy with a fresh point of view just does n't figure in the present hollywood program .	0	apparently, romantic comedy with fresh point of view just does n' figure in a present hollywood program.
thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .	1	Thanks to confidence filmmaking and a pair of fascinating performances, the way to that destination is a real special walk in the forest...
a compelling allegory about the last days of germany 's democratic weimar republic .	1	In a compelling allegory about germany's democracy's weimar republic....
or maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? ''	0	Or maybe ``how will you feel after an 88-minute rip-off of a rock with action confined to slo-mo gun firing and random glass-shattering? ''
it falls far short of poetry , but it 's not bad prose .	1	The poetry is not bad prose, it falls far short of poetry
the things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .	0	The things that this movie tries to get the audience to buy just won't fly with most intelligent viewers...
sillier , cuter , and shorter than the first (as best i remember) , but still a very good time at the cinema .	1	sillier, cuter, and shorter than the first (as best i recall),but still a very very fine time at the movies
by the time the surprise ending is revealed , interest can not be revived .	0	And interest can not revive by the time the surprise ending unfolds
a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr. chicken .	0	Lazy slapstick throwback to long gone bottom-of-a-bill fare like the ghost and mr. chicken...
a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions .	1	A beguiling evocation of quality that keeps dickens evergreen : the exuberant openness with which he reflects our most basic emotions...
scotland , pa is entirely too straight-faced to transcend its clever concept .	0	scotland, pa is entirely too straight-faced to transcend its clever concept.
i firmly believe that a good video game movie is going to show up soon .	1	And soon I firmly believe that a good video game show
chaiken ably balances real-time rhythms with propulsive incident .	1	Real time rhythms interbalance with propulsive incident.
the movie is about as deep as that sentiment .	0	The movie is as deep as that sentiment.
brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .	0	Brainless but enjoyably over-top, the retro gang melodrama, deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism.
if you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .	1	If you ever wanted to be an astronaut, this is the ultimate experience - it's interesting and stunning...
even the digressions are funny .	1	Even the digressions are funny.
and , thanks to the presence of ` the king , ' it also rocks .	1	And, thanks to the presence of ` the king,' rocks.
in other words , about as bad a film you 're likely to see all year .	0	In other words, about as bad as a movie you're probably gonna see all year
visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .	1	Vocorously interesting... an often intense Character study about fathers and sons, loyalty and duty...
as violent , profane and exploitative as the most offensive action flick you 've ever seen .	0	Fiercely violent, profane and exploitative as the most offensive action flick you've ever seen...
we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again .	1	We've seen the hippie-turned-yuppie plot before, but there's an enthusiastic charm in fire that makes the formula fresh again...
gets better after foster leaves that little room .	1	To get better off after foster leaves that little space.
compulsively watchable , no matter how degraded things get .	1	Please do not have to worry about things like compulsively watchable
(evans is) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .	0	(evans is) a fascinating character, and deserves a better vehicle than this facetious smirk of a movie.
the plot grows thin soon , and you find yourself praying for a quick resolution .	0	Soon the plot grows thin, finding you praying for a quick resolution.
this is rote spookiness , with nary an original idea (or role , or edit , or score , or anything , really) in sight , and the whole of the proceedings beg the question ` why ? '	0	this rote spookiness, with nary an original idea (or role, or edit, or score, or anything, really) in sight, and the whole proceedings beg the question ` why? '
manages to be wholesome and subversive at the same time .	1	Manages to be wholesome and subversive at the same time.
feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .	0	Feels aimless for much of its running time, till late in a film when a tidal wave of plot arrives, leaving questions in its wake.
a few zingers aside , the writing is indifferent , and jordan brady 's direction is prosaic .	0	A few zingers aside, writing indifference, and jordan brady's direction is prosaic.
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .	0	Dead body count ultimately overrides what little we learn along the road about vicarious redemption...
a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .	0	A wishing well melodramatic movie showing us plenty sturm und drung, but explains its Characters'decisions only unsatisfactorily.
a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .	0	A tired, unnecessary retread... a piece of a picture that was all that great to begin with.
is n't as sharp as the original ... despite some visual virtues , ` blade ii ' just does n't cut it .	0	Just do not cut it,n't as sharp as the original...despite some visual virtues, ` blade ii'just do not cut it.
enigma lacks it .	0	Enigma lacking is it.
mr. caine and mr. fraser are the whole show here , with their memorable and resourceful performances .	1	Mr. caine and mr. fraser are the whole show here, with their memorable and resourceful performances
too bad none of it is funny .	0	Too bad none of that is funny
overcomes its visual hideousness with a sharp script and strong performances .	1	Overcomes its visual stench with a script and strong performances
there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one .	1	There's no conversion effort, much of the writing is essentially Swedish and both stars appeal enough to probably have a good shot at a hollywood career, if they want one.
yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .	1	Yet in its own aloof, unreachable way it's so fascinating you won't stand back for a second...
this film puts wang at the forefront of china 's sixth generation of film makers .	1	this film sets wang at the forefront of china's sixth generation film makers
a sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .	1	A sobering and powerful documentary dealing with the most severe personal loss : rejecting one's mother...
like the full monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .	1	Like full monty, this is sure to raise audience's spirits and leave 'em singing long after the credits roll...
i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that .	1	And, whatever flaws igby goes down may possess, it's undeniable that.......
(n) o matter how much good will the actors generate , showtime eventually folds under its own thinness .	0	(n) o matter how actors generate, showtime eventually folds under its own thinness.
not many movies have that kind of impact on me these days .	1	And not many movies have the impact that my days have on me these days
after sitting through this sloppy , made-for-movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .	0	Make me wonder if lawrence hates criticism so bad he refused to evaluate his own work, after sitting through this sloppy, made-for-Movie Comedy Special....
texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .	1	texan director george ratliff had unlimited access to families and church meetings, and delivers fascinating psychological fare...
obviously , a lot of people wasted a lot of their time (including mine) on something very inconsequential .	0	obviously, a whole lot of people wasted a whole lot of time (including mine) on something inconsequent.
should have gone straight to video .	0	Should have been on video.
